,source_id,ref_epoch,ra,ra_error,dec,dec_error,parallax,parallax_error,parallax_over_error,pm,pmra,pmra_error,pmdec,pmdec_error,astrometric_params_solved,ruwe,duplicated_source,phot_g_n_obs,phot_g_mean_flux,phot_g_mean_flux_error,phot_g_mean_flux_over_error,phot_g_mean_mag,phot_bp_n_obs,phot_bp_mean_flux,phot_bp_mean_flux_error,phot_bp_mean_flux_over_error,phot_bp_mean_mag,phot_rp_n_obs,phot_rp_mean_flux,phot_rp_mean_flux_error,phot_rp_mean_flux_over_error,phot_rp_mean_mag,phot_bp_n_contaminated_transits,phot_bp_n_blended_transits,phot_rp_n_contaminated_transits,phot_rp_n_blended_transits,phot_proc_mode,phot_bp_rp_excess_factor,bp_rp,bp_g,g_rp,l,b,ecl_lon,ecl_lat,pairdistance,sep_AU,Sigma18,R_chance_align,meanAV,minAV,maxAV,flag_ext,objid,u,g,r,i,z,err_u,err_g,err_r,err_i,err_z,flags_,flags_u,flags_g,flags_r,flags_i,flags_z,angular_distance_,source_id_xmatch_,original_ext_source_id_xmatch_,obj_id,g_mean_psf_mag,r_mean_psf_mag,i_mean_psf_mag,z_mean_psf_mag,y_mean_psf_mag,g_mean_psf_mag_error,r_mean_psf_mag_error,i_mean_psf_mag_error,z_mean_psf_mag_error,y_mean_psf_mag_error,g_flags_,r_flags_,i_flags_,z_flags_,y_flags,obj_info_flag,quality_flag,angular_distance_pstarr,source_id_xmatch_pstarr,original_ext_source_id_xmatch_pstarr,object_id,u_psf,v_psf,g_psf,r_psf,i_psf,z_psf,e_u_psf,e_v_psf,e_g_psf,e_r_psf,e_i_psf,e_z_psf,u_flags,v_flags,g_flags_smap,r_flags_smap,i_flags_smap,z_flags_smap,u_nimaflags,v_nimaflags,g_nimaflags,r_nimaflags,i_nimaflags,z_nimaflags,flags_smap,nimaflags,flags_psf,angular_distance,source_id_xmatch,original_ext_source_id_xmatch,wtd_par,e_wtd_par,ra_ext,dec_ext,ext,ext_min,ext_max,teff_H,logg_H,Teff,e_Teff_lower,e_Teff_upper,Logg,e_Logg_lower,e_Logg_upper,Mass,e_Mass_lower,e_Mass_upper,cool_age,e_cool_age_lower,e_cool_age_upper,Chi2,redone_fit,init_mass_error_lower,init_mass,init_mass_error_upper,mslife_error_lower,mslife,mslife_error_upper,tot_age_error_lower,tot_age,tot_age_error_upper,ifmr_flag,spectype,spec_source,model_used,ms_source_id,ms_bp_rp,ms_phot_g_mean_mag
4365,2755817215168160896,2016.0,6.667785554908331,0.2011180520057678,13.01754451757269,0.1327470541000366,4.768728452661871,0.2282220125198364,20.89512825012207,29.584115982055664,29.08140595376242,0.2441629916429519,5.430626542774443,0.192780315876007,31.0,1.0153322219848633,False,364.0,542.1824912263909,1.0684535503387451,507.4460144042969,18.85200309753418,41.0,364.1755003589898,7.425771236419678,49.042110443115234,18.935264587402344,39.0,240.2292624268128,8.707300186157227,27.58940887451172,18.79633140563965,0.0,2.0,0.0,2.0,0.0,1.114762544631958,0.1389331817626953,0.083261489868164,0.0556716918945312,113.6381331227814,-49.406761667400175,11.30141033953859,9.303397815163184,0.0333257159818735,26464.638029734488,457.729616332291,0.0096644088309033,0.0799999982118606,0.0599999986588954,0.1099999994039535,0.0,1.2376789202074993e+18,19.33466,18.84709,18.96542,19.06873,19.3132,0.03133512,0.009210269,0.01183602,0.01691059,0.05814216,35253361446928.0,275146506256.0,269914128.0,4503599896887312.0,269516816.0,275146506256.0,0.0559741,2.755817215168161e+18,1.2376789202074993e+18,1.2362006667663155e+17,18.8530006408691,18.9277992248535,19.0933990478516,19.3087997436523,19.375,0.0089480001479387,0.0108139999210835,0.0091429995372891,0.0117089999839664,0.0446359999477863,115000.0,115000.0,115000.0,115000.0,115000.0,436527104.0,52.0,0.09976957,2.755817215168161e+18,1.2362006667663155e+17,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,4.537125361563534,0.0684448177738691,6.667785554908331,13.01754451757269,0.1007,0.09018,0.11212,10302.99,8.059879,10691.646628298702,269.4259964374796,288.0774984537365,8.064347230209222,0.0472212089154489,0.0465353441850133,0.6403832271916745,0.0290745849398604,0.0291865510851759,0.5801975132960921,0.0080025662747524,0.0077950988844055,1.604702466427757,0,0.8460139051950335,2.214488439719493,0.4520900273336496,0.4448523149829118,1.092472336100492,2.8101850522739404,0.4449242893039641,1.672669849396584,2.810195863563696,0,DA,GaiaXP,H,2755816321814907136,1.4154959,12.60099
4449,2806739000264778880,2016.0,10.085872232296516,0.2247165888547897,24.909216468414776,0.1526648700237274,3.157442492139092,0.263395756483078,11.987446784973145,84.19568634033203,84.07942463984563,0.2955685555934906,-4.4231794374057625,0.2338476926088333,31.0,1.0108612775802612,False,308.0,385.6861602276294,0.9622352719306946,400.8231506347656,19.22178077697754,36.0,258.2931377884788,6.172120094299316,41.848365783691406,19.30825996398925,35.0,178.12807847671357,6.494115352630615,27.42915153503418,19.121065139770508,0.0,1.0,0.0,2.0,0.0,1.1315449476242063,0.18719482421875,0.0864791870117187,0.1007156372070312,119.7437910484719,-37.89384631161512,19.33160650859986,18.85936600822533,0.0049839324083347,4928.984857395437,608.290192497224,3.688048389402394e-05,0.1000000014901161,0.1000000014901161,0.1099999994039535,0.0,1.237680070171427e+18,19.69687,19.20305,19.28577,19.45069,19.56467,0.03789798,0.01029305,0.01329466,0.0200129,0.06667314,68988047360.0,275146510336.0,268468224.0,4503599895838720.0,275146375168.0,402685952.0,0.065036416,2.806739000264779e+18,1.237680070171427e+18,1.3789010085773171e+17,19.1949005126953,19.3131999969482,19.4561004638672,19.6340999603271,19.6371994018555,0.0086840000003576,0.005545999854803,0.0068310000933706,0.0224169995635748,0.0330060012638569,115000.0,115000.0,115000.0,115000.0,115000.0,436527104.0,52.0,0.21327814,2.806739000264779e+18,1.3789010085773171e+17,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,3.5440755392319305,0.090188107015226,10.085872232296516,24.909216468414776,0.10144,0.09689,0.10598,9880.386,7.616847,10345.861627085767,287.8803527591408,302.9207023472154,7.864629778557768,0.0594189999441283,0.0566899308044348,0.5245697504749266,0.0320840720679656,0.032134103379546,0.4879353660515341,0.006795194852518,0.0066806669608678,2.0652928409404185,0,0.2787495401213342,0.4926129493911959,0.2791842170247264,71.34072378255954,99.38978751175296,927.4043903900456,71.34072410618026,99.87772287780447,927.4043904141082,11,DA,MWDD,H,2806739068984255744,2.6611252,17.492292
4521,2842112183412398336,2016.0,345.3169561971013,0.0349441058933734,23.38386698874018,0.0333927832543849,19.31326057386387,0.0429410934448242,449.7617492675781,27.03167533874512,23.515628357833634,0.0574062950909137,13.33141602184561,0.0392680317163467,31.0,0.9172489047050476,False,333.0,7244.470528230522,5.501613140106201,1316.790283203125,16.037349700927734,33.0,5100.831899676659,14.658255577087402,347.9835510253906,16.069438934326172,31.0,3271.322885277633,11.26220417022705,290.4691467285156,15.961087226867676,0.0,0.0,0.0,0.0,0.0,1.1556613445281982,0.1083517074584961,0.0320892333984375,0.0762624740600586,92.56322633956854,-32.910965716681794,356.417998457194,27.17327117123163,0.0156138922295608,2915.418430632182,739.1155557187619,0.0002702576468273,0.0299999993294477,0.0299999993294477,0.0299999993294477,0.0,1.2376661851036058e+18,16.17537,16.02198,16.13852,16.31086,16.46929,0.005909828,0.003599432,0.004147951,0.00472733,0.009236841,35253395259408.0,302022672.0,320372752.0,4503599930966032.0,303071248.0,302022672.0,0.03031849,2.842112183412398e+18,1.2376661851036058e+18,1.3606345316918115e+17,16.0386009216309,16.1404991149902,16.298900604248,16.4519004821777,16.5799007415771,0.0017209999496117,0.0016299999551847,0.0042329998686909,0.0046129999682307,0.0045739999040961,115000.0,115000.0,115000.0,115000.0,115000.0,503635968.0,60.0,0.074195735,2.8421121834123986e+18,1.3606345316918115e+17,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,19.251954029881755,0.0139978143188639,345.3169561971013,23.38386698874018,0.02593,0.0259,0.02596,10603.03,8.287209,10919.42044415074,149.12565614736013,156.05163821955102,8.32554381867212,0.038,0.038,0.8071250651054468,0.0288708273134808,0.0210505298241037,0.8132587791861551,0.0200067106739278,0.0208086463862291,6.675344792358058,1,0.1302199749078432,3.5186210854747486,0.0841435395471079,0.0194193875027334,0.2895077443208944,0.0311322704771444,0.0278815545293224,1.1027665235070494,0.037446201803243,0,DA,Caron23,H,2842112080333183872,0.89649487,8.699404
4525,2844933221011789952,2016.0,349.9011330080671,0.0316707789897918,27.48281109364011,0.0310046933591365,12.744569120605664,0.0479789897799491,265.62811279296875,110.4105224609375,-31.090569952980704,0.0454462841153144,-105.94271850990845,0.039797093719244,31.0,1.011285424232483,False,472.0,5826.904499725479,5.095495223999023,1143.5404052734375,16.273771286010742,44.0,4193.01245666694,12.877923965454102,325.596923828125,16.2822265625,46.0,2454.189086789356,10.255200386047363,239.3116607666016,16.27312469482422,0.0,0.0,0.0,0.0,0.0,1.1407774686813354,0.0091018676757812,0.0084552764892578,0.0006465911865234,99.0944357302574,-31.1032772240794,2.677472303926672,29.030800109033933,0.0072264460717973,2037.7962638031336,764.2620367272814,8.771495876353614e-05,0.050000000745058,0.050000000745058,0.050000000745058,0.0,1.2376803074770207e+18,16.79204,16.38824,16.44572,16.51805,16.9251,0.00825594,0.003962287,0.00456453,0.005100014,0.01259492,35253395259408.0,303038480.0,2.882303764552745e+17,2.92733976082645e+17,2.8823037645530726e+17,303169552.0,0.060138296,2.84493322101179e+18,1.2376803074770207e+18,1.4098349901217016e+17,16.2096004486084,16.2896995544434,16.445499420166,16.7530994415283,16.8558006286621,0.0035019998904317,0.0064059998840093,0.0637999996542931,0.0083060003817081,0.0161210000514984,115000.0,16892216.0,16892216.0,115000.0,16892472.0,436527104.0,52.0,0.293489,2.84493322101179e+18,1.4098349901217016e+17,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,12.730843879091992,0.0185829517005143,349.9011330080671,27.48281109364011,0.03181,0.03174,0.03187,11966.41,8.039426,11574.05302877586,138.88863634531032,138.88863634531032,7.998980267176082,0.038,0.038,0.6037668867846507,0.0249562592858429,0.0199242082736877,0.4320279642908963,0.0080000051830798,0.0089090789556125,8.083208619945875,0,0.2762536574956103,1.2401166244704822,0.5521747060955149,3.726105635757027,5.414052948055931,7.594313947219732,3.7261142238132217,5.846080912346828,7.594319172949212,1,DA,GaiaXP,H,2844933221011789056,0.63395643,7.530428
4597,2879107790455284480,2016.0,356.6946970705856,0.197851151227951,35.495058135812315,0.1668934226036071,5.612518232787946,0.2787805795669555,20.13238525390625,34.690582275390625,18.96873024337594,0.2800711095333099,-29.045202679254352,0.2054848968982696,31.0,1.0088094472885132,False,435.0,382.6208254374133,0.8601372241973877,444.8369445800781,19.230445861816406,48.0,258.0626576251039,7.816703796386719,33.01425552368164,19.309228897094727,48.0,202.39806937125329,8.323929786682129,24.31520652770996,18.98237991333008,0.0,0.0,0.0,0.0,0.0,1.2034387588500977,0.3268489837646484,0.0787830352783203,0.2480659484863281,108.38230083168928,-25.54320594754037,13.01619094833748,33.46259496073382,0.0010165341937994,701.1398293654962,860.0733124686025,4.45643837398001e-05,0.1000000014901161,0.0900000035762786,0.1099999994039535,0.0,1.237680505048597e+18,19.37467,19.10256,18.991,19.49323,19.70234,0.03296418,0.01279057,0.01753348,0.04282577,0.1238878,105622104309776.0,275146375184.0,268468240.0,6755399709523984.0,70369021034513.0,70369146994705.0,0.042194963,2.8791077904552847e+18,1.237680505048597e+18,1.5059356694662477e+17,19.2406997680664,19.3057994842529,19.2276992797852,0.0,0.0,0.0092049995437264,0.0074479999020695,0.0063100000843405,0.0,0.0,115000.0,115000.0,16793912.0,16416.0,16416.0,436527104.0,52.0,0.15184918,2.879107790455284e+18,1.5059356694662477e+17,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,5.182083615205974,0.0292800841733784,356.6946970705856,35.495058135812315,0.0771,0.07117,0.08359,8701.012,8.160877,11078.380080261828,426.188377922852,449.3141244804701,8.492116141460414,0.0657503096534934,0.0584533539787575,0.9156384236315264,0.0433463018295379,0.038172873629051,1.037485719882334,0.0185068231747349,0.0191007886163447,7.731909086007805,1,0.6152674232446076,4.448473727192104,0.4425147550147805,0.0328179543892745,0.1540774815928149,0.073930235934415,0.0376765263037532,1.191563201475149,0.076357841189262,0,DA,GaiaXP,H,2879107790453585024,2.169386,15.240793
4644,2900107126809971840,2016.0,94.55086109820655,0.1032117381691932,-26.25615536425801,0.1506600081920623,3.5004250380655746,0.1811384260654449,19.3245849609375,6.995454788208008,-6.800134295421316,0.1378634572029113,1.6415124277717394,0.1818923205137252,31.0,0.9826034307479858,False,477.0,496.8603986292439,0.8736688494682312,568.7056274414062,18.946781158447266,52.0,350.8054745590878,5.876878261566162,59.69248580932617,18.975875854492188,53.0,204.6702948862674,6.764132022857666,30.258174896240234,18.970258712768555,1.0,1.0,0.0,1.0,0.0,1.1179715394973757,0.0056171417236328,0.0290946960449218,-0.023477554321289,233.59228861873987,-18.485164449057127,96.30275814872424,-49.595916638589465,0.0012012985302315,1168.3942679291677,1008.4057194302488,0.0001087432086208,0.0599999986588954,0.050000000745058,0.0700000002980232,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.64909455088529e+16,18.8728008270264,19.0323009490967,19.214599609375,19.2199001312256,19.4473991394043,0.0086789997294545,0.0117480000481009,0.0104870004579425,0.0347970016300678,0.163951992988586,115000.0,115000.0,115000.0,16892216.0,20536.0,436527104.0,52.0,0.033441644,2.900107126809972e+18,7.64909455088529e+16,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,3.656944858486922,0.027945227834859,94.55086109820655,-26.25615536425801,0.04468,0.04377,0.04563,11798.94,7.917489,11832.68012075379,602.8006561886541,693.126048631575,7.986272748415952,0.0802522641953924,0.0691115034434064,0.5970573957219178,0.0469898362251921,0.0424076970619665,0.4001181362228421,0.0237746564418317,0.0146116932862055,1.1225477678576568,1,0.4272303225678184,1.1413707178477988,1.0572291472715365,6.04325621385189,7.157445723513815,29.14615443995199,6.043302979377123,7.557563859736657,29.14615810255468,1,DA,GaiaXP,H,2900107126812429440,2.0999432,15.523774
4661,2905912926162677504,2016.0,82.97835968183024,0.1215306594967842,-29.25703425196929,0.1641284972429275,4.185858159583553,0.1824821382761001,22.938453674316406,21.574512481689453,4.615551835569821,0.1601894199848175,21.07501565735385,0.2003303915262222,31.0,1.0235040187835691,False,492.0,434.0745563004612,0.9197400808334352,471.9535217285156,19.093456268310547,50.0,279.30172365999294,6.208777904510498,44.9849739074707,19.223358154296875,54.0,181.1412549433735,8.009139060974121,22.616819381713867,19.10285186767578,0.0,0.0,0.0,0.0,0.0,1.0607463121414185,0.1205062866210937,0.1299018859863281,-0.0093955993652343,232.99735986044257,-29.13715632714935,79.92153989480062,-52.450938151591295,0.0040359044503437,3832.784222327341,754.7127401417678,0.0253977338367684,0.0299999993294477,0.0199999995529651,0.0299999993294477,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.289082978364184e+16,19.0512008666992,19.1921005249023,19.3278999328613,19.6411991119385,19.5424003601074,0.005996000021696,0.0095750000327825,0.0118190003558993,0.0295960009098053,0.0574820004403591,115000.0,115000.0,115000.0,115000.0,115000.0,436527104.0,52.0,0.015783247,2.905912926162677e+18,7.289082978364184e+16,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,3.756430966976773,0.0095557590831603,82.97835968183024,-29.25703425196929,0.03752,0.03659,0.03854,9762.187,7.943363,10790.66917918863,287.56487224640296,305.91309588104195,8.01637595653909,0.050718572777475,0.0490071977471355,0.6118235360078041,0.0304842659370619,0.0302159821573002,0.5310889916664645,0.007043119003254,0.0067403458304341,4.870340207757478,0,0.394479112899522,1.3803111725931985,0.8626358749171861,2.735564291880498,3.7893067992407934,8.232626052200832,2.7355733586465827,4.320395790907259,8.23262881148165,1,DA,GaiaXP,H,2905912891802939776,1.1233053,13.111157
4678,2913069917928896896,2016.0,90.4716222624325,0.1006390377879142,-24.57593271611952,0.157352477312088,3.5785986574342843,0.1880255043506622,19.03251838684082,41.765892028808594,-1.7478171048525997,0.1266673803329467,41.72930644141925,0.2040062993764877,31.0,0.9763059616088868,False,522.0,460.7620416717289,0.9176239967346193,502.1250915527344,19.028675079345703,57.0,314.8007992853284,8.922585487365723,35.281341552734375,19.09345245361328,54.0,186.28228618046808,5.431718826293945,34.29527282714844,19.072465896606445,0.0,1.0,0.0,1.0,0.0,1.0875095129013062,0.0209865570068359,0.0647773742675781,-0.0437908172607421,230.49789184748707,-21.3014507009932,90.64118175059228,-48.0141638270525,0.005278220727064,5800.035347551325,904.6366965343332,0.0001806128173548,0.050000000745058,0.050000000745058,0.0599999986588954,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.85009047163991e+16,18.9421005249023,19.1233997344971,19.345100402832,19.5011005401611,19.4018993377686,0.0088200001046061,0.0091519998386502,0.0076529998332262,0.0249589998275042,0.0481059998273849,115000.0,115000.0,115000.0,115000.0,115000.0,436527104.0,52.0,0.07317785,2.913069917928897e+18,7.85009047163991e+16,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,3.256469784287088,0.0103294600966513,90.4716222624325,-24.57593271611952,0.04292,0.042,0.04393,12359.22,8.07778,11707.761665527192,484.2114872014299,542.6648050975855,7.862839577601816,0.0629119439016827,0.0544947061779286,0.5280106032874612,0.0342541418775608,0.0311053492225403,0.347461991875185,0.0184854524725786,0.0135073101759312,1.923143267060862,1,0.2976033177894073,0.5225074134444938,0.2702463008039997,60.85827175811026,86.40836220528995,850.2762810461369,60.85827456555069,86.75582419716513,850.2762811534241,11,DA,GaiaXP,H,2913069986647926400,0.86097527,12.316031
4723,2936108466105350528,2016.0,106.4802965436514,0.1889942586421966,-15.800322477310493,0.2223761826753616,3.356667558413734,0.2666572630405426,12.587946891784668,4.926346778869629,-3.2803191137969856,0.2280118763446808,3.675377272034277,0.2620928883552551,31.0,0.9661958813667296,False,418.0,390.3346081108838,0.8450168371200562,461.92523193359375,19.20877456665039,49.0,276.03048224250324,4.997276306152344,55.23618698120117,19.23614883422852,47.0,171.7165797243602,5.594147682189941,30.69575309753418,19.160865783691406,0.0,1.0,0.0,1.0,0.0,1.147085189819336,0.0752830505371093,0.027374267578125,0.0479087829589843,228.63815665981429,-4.018350550311214,110.292102672823,-38.08577529178871,0.0011725078696341,1164.201462463357,1436.2142064612635,0.0007691608711201,0.2000000029802322,0.1899999976158142,0.2000000029802322,0.0,1.2376764844128364e+18,19.70849,19.22128,19.71859,24.36623,22.83556,0.05653535,0.01223092,0.02555279,1.168864,1.282227,35253360132368.0,275146375184.0,268468240.0,4503599895838736.0,9007199665946928.0,9007199397380368.0,0.059068423,2.9361084661053507e+18,1.2376764844128364e+18,8.904106480287006e+16,19.1525993347168,19.3148994445801,19.5153999328613,19.681999206543,19.7653007507324,0.0140479998663068,0.0086610000580549,0.0101849995553494,0.0228119995445013,0.179151996970177,115000.0,115000.0,115000.0,115000.0,115000.0,436527104.0,52.0,0.018693162,2.93610846610535e+18,8.904106480287006e+16,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,3.51846131461017,0.1383214409742043,106.4802965436514,-15.800322477310493,0.14729,0.14404,0.15035,12185.66,7.996128,11950.63469981504,624.2158200618233,718.0258908871856,8.053416657042717,0.080918377855931,0.0695815177085528,0.6369676811941682,0.0491612949404691,0.0439928512141163,0.4261224134636285,0.0254441264187201,0.018785559429337,1.3044201050750277,1,1.1099002802724751,2.15191927465735,0.6385084535433148,0.6186988254535116,1.1847084938750347,8.696873759057622,0.6192218020925674,1.6108309073386633,8.696894047775224,0,DA,GaiaXP,H,2936108466110167936,2.985983,18.582527
4745,294738729074314368,2016.0,18.91341102291282,0.1391560286283493,25.865882492502188,0.1265934109687805,5.211345042962536,0.1701585799455642,30.62640190124512,61.44009399414063,40.78226147038817,0.197188451886177,-45.95315092897317,0.1535507142543792,31.0,1.0016841888427734,False,291.0,847.3368102043488,1.75570809841156,482.6182861328125,18.36722755432129,31.0,581.4663726234585,7.400941848754883,78.56653594970703,18.427230834960938,29.0,382.449256869698,9.272079467773438,41.24740982055664,18.291460037231445,0.0,2.0,0.0,1.0,0.0,1.1375826597213743,0.1357707977294922,0.0600032806396484,0.0757675170898437,129.72819833634384,-36.68610197381212,27.394492370448788,16.51391774868799,0.0073814772735286,5059.500604504574,608.290192497224,0.0003164326653548,0.0700000002980232,0.0700000002980232,0.0700000002980232,0.0,1.2376660905934193e+18,18.87119,18.35834,18.45205,18.61273,18.84917,0.0192748,0.006502633,0.007863203,0.01025903,0.03749806,35253360132112.0,268468240.0,268468240.0,4503599895969808.0,268468240.0,275146375184.0,0.03601153,2.947387290743144e+17,1.2376660905934193e+18,1.3903018913364968e+17,18.3549995422363,18.4405002593994,18.6429996490479,18.8157005310059,18.861400604248,0.0092869997024536,0.0048210001550614,0.0090579995885491,0.0133579997345805,0.038306999951601,115000.0,115000.0,115000.0,115000.0,115000.0,436527104.0,52.0,0.15266111,2.947387290743144e+17,1.3903018913364968e+17,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,5.203288684230909,0.0697350538730893,18.91341102291282,25.865882492502188,0.08622,0.08209,0.09077,10284.95,7.860001,10689.001987094758,202.03253439789296,219.93345001727,7.938529260886848,0.038,0.038,0.5664352042243301,0.0243195297202772,0.0222408499526618,0.4920118098663132,0.0054478608279728,0.0053218470049128,2.3532002091817192,0,0.2112904406627043,0.8563440853547364,0.193230668572214,9.995471086931266,19.631107367776963,30.81142585564796,9.995472571562912,20.123119177643275,30.811426315251083,11,DA,GaiaXP,H,294738767729201792,2.7658358,16.744476
4772,2961320336446883456,2016.0,79.79583466183402,0.0970446690917015,-23.22951046011891,0.1394723653793335,3.319544317527371,0.1753166019916534,18.9345703125,50.66312026977539,39.10597979009823,0.1326677203178405,32.2098417990017,0.1866670697927475,31.0,0.9566428065299988,False,652.0,458.3185144197896,0.7947821617126465,576.6593017578125,19.034448623657227,73.0,312.94864577417445,5.857698440551758,53.42518997192383,19.0998592376709,67.0,177.8082602654002,6.19741153717041,28.69072914123535,19.123016357421875,0.0,1.0,0.0,0.0,0.0,1.0707769393920898,-0.0231571197509765,0.0654106140136718,-0.0885677337646484,225.3953657467656,-30.015753773305057,76.39937179923142,-46.18817935603913,0.0014165553153117,1531.5599527981635,729.2479492470644,1.9976542950504282e-07,0.0599999986588954,0.050000000745058,0.0599999986588954,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.012079795767482e+16,18.9459991455078,19.146900177002,19.339599609375,19.5387992858887,19.5296001434326,0.0092719998210668,0.0088569996878504,0.0083280000835657,0.0217129997909069,0.0099349999800324,115000.0,115000.0,115000.0,115000.0,115000.0,436527104.0,52.0,0.09279289,2.961320336446884e+18,8.012079795767482e+16,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,3.2948254956425607,0.0613098881833306,79.79583466183402,-23.22951046011891,0.05198,0.05034,0.05371,12030.07,7.925719,11156.973598974866,393.7059656509846,442.5868168056568,7.810218965094737,0.060660404997523,0.0600251885605862,0.498885822132069,0.0316384695566765,0.0326420266133045,0.3704361284884363,0.012168582509168,0.0098696230927132,3.757444027586695,0,0.2748781021431495,0.2694684807304003,0.2835971035039486,511.425558431062,585.8412415023566,,511.4255585758284,586.2116776308451,999.0,11,DA,GaiaXP,H,2961320340744309760,2.6234798,17.387373
4780,2963452706107430528,2016.0,84.15860312339751,0.070463515818119,-23.99265556173657,0.0896027833223342,4.808995527937437,0.1167548820376396,41.18881607055664,75.51254272460938,-47.69699439239566,0.0961249470710754,-58.54178821017344,0.1138852909207344,31.0,1.0155470371246338,False,572.0,955.3612322942496,1.2141379117965698,786.8638305664062,18.236948013305664,58.0,675.8683423778361,8.606593132019043,78.52913665771484,18.263887405395508,57.0,415.19020712028527,7.272878170013428,57.08746719360352,18.20227813720703,0.0,1.0,0.0,1.0,0.0,1.1420377492904663,0.0616092681884765,0.0269393920898437,0.0346698760986328,227.712023817662,-26.494456649651887,82.12360176886457,-47.272350758962624,0.0038254517833572,2720.102725118748,823.1493656712827,3.628793718274907e-06,0.0199999995529651,0.0199999995529651,0.0199999995529651,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.920084158651923e+16,18.2014007568359,18.3229007720947,18.4724006652832,18.6760997772217,18.6910991668701,0.0034350000787526,0.0070819999091327,0.006349999923259,0.0119460001587868,0.0412129983305931,115000.0,115000.0,115000.0,115000.0,115000.0,436527104.0,52.0,0.14298685,2.9634527061074304e+18,7.920084158651923e+16,23354027,18.6971,18.6343,18.2224,18.3315,18.511,18.6234,0.041,0.0146,0.013,0.0107,0.0446,0.0636,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,15.0,0.08483635,2.9634527061074304e+18,23354027,5.045838313426217,0.0117058230560292,84.15860312339751,-23.99265556173657,0.03732,0.03675,0.03791,10917.79,7.793183,10411.141514149283,163.52436866977587,167.7605657405693,7.768238465831677,0.038,0.038,0.4751109998180055,0.021111514074383,0.0174641527052469,0.4245449368288027,0.0030798068884372,0.0032585076652181,3.4769609064243703,0,0.1834188885697919,0.0629105110165563,0.1517302580820761,,,,,,999.0,11,DA,GaiaXP,H,2963452706107429888,1.1462803,12.695071
