Gaia G,Gaia BP,Gaia RP,SDSS u,SDSS g,SDSS r,SDSS i,SDSS z,PanSTARR g,PanSTARR r,PanSTARR i,PanSTARR z,PanSTARR y,SkyMap u,SkyMap V,SkyMap g,SkyMap r,SkyMap i,SkyMap z,2MASS J,2MASS H,2MASS Ks,APASS V,APASS g,APASS r,APASS i,APASS B,Teff,Logg
4.4559172461043697e-07,4.607939103914987e-07,4.025620078907015e-07,3.492463756089013e-07,4.732046624319849e-07,4.62733926202611e-07,4.1912337557911836e-07,3.598418589496753e-07,4.809939053418897e-07,4.636500721851461e-07,4.1721459214398305e-07,3.689744393307285e-07,3.334403650092448e-07,3.442134210666759e-07,3.7470846863201893e-07,4.840626830271598e-07,4.679532341956432e-07,4.074014030411085e-07,3.5225064201176825e-07,2.573015310677945e-07,1.795377734604105e-07,1.1495291086905743e-07,4.976450603607559e-07,4.732046624319849e-07,4.62733926202611e-07,4.1912337557911836e-07,4.4221660239837247e-07,9500.0,8.25
4.429071138879179e-07,4.5769345052742845e-07,4.012813056006075e-07,3.5598029672316116e-07,4.684610150938217e-07,4.5955513935238674e-07,4.1786487366328874e-07,3.59647999538108e-07,4.7605958514430426e-07,4.605003020246818e-07,4.1600657943935595e-07,3.6870821811283307e-07,3.335060028892798e-07,3.5131868574587635e-07,3.800753868201098e-07,4.793345675366886e-07,4.6470050213612385e-07,4.064214564644742e-07,3.522047771567435e-07,2.57048197131045e-07,1.8015210828463227e-07,1.1524128862655697e-07,4.934354156540077e-07,4.684610150938217e-07,4.5955513935238674e-07,4.1786487366328874e-07,4.391912346411149e-07,9500.0,8.5
4.404197097202154e-07,4.549691903297096e-07,3.9986332545023367e-07,3.6237268069992743e-07,4.643387984064209e-07,4.5645854606352087e-07,4.1651311926620525e-07,3.5927516375360013e-07,4.7167772628959994e-07,4.5743322768418747e-07,4.1470078109320793e-07,3.682478007485152e-07,3.334289397288348e-07,3.579726533923409e-07,3.8531283595889054e-07,4.750595459277778e-07,4.615670149802893e-07,4.0531945572454226e-07,3.519591290441697e-07,2.5676880557411633e-07,1.8070632594010495e-07,1.1546257008688538e-07,4.895912989115038e-07,4.643387984064209e-07,4.5645854606352087e-07,4.1651311926620525e-07,4.3692541222785034e-07,9500.0,8.75
4.3820515587580597e-07,4.5269647490827903e-07,3.98374771238671e-07,3.685130368509657e-07,4.609335570780452e-07,4.5349343501627943e-07,4.1516481527563957e-07,3.588056440255072e-07,4.6794709020246076e-07,4.5450569019480847e-07,4.133941213804513e-07,3.6768946395717824e-07,3.332447469143913e-07,3.6427353479458745e-07,3.905670474874411e-07,4.713357507060282e-07,4.5863118803628535e-07,4.0419257834832377e-07,3.516035091488643e-07,2.5650715783052435e-07,1.812272949617656e-07,1.1563988394355247e-07,4.862258351678809e-07,4.609335570780452e-07,4.5349343501627943e-07,4.1516481527563957e-07,4.3553363784144427e-07,9500.0,9.0
4.364515317093901e-07,4.510767815349623e-07,3.9701081174813815e-07,3.745457276086626e-07,4.584920370484907e-07,4.508713027515374e-07,4.139298753585042e-07,3.5837377281239065e-07,4.651211677983996e-07,4.51916515003063e-07,4.1219715846868965e-07,3.6717093109049627e-07,3.330828542297476e-07,3.704130290824827e-07,3.959147908083219e-07,4.683916754872734e-07,4.5606047425015746e-07,4.03159381215086e-07,3.512744738145273e-07,2.563486902442194e-07,1.817242003677565e-07,1.1580905251983772e-07,4.834554150188743e-07,4.584920370484907e-07,4.508713027515374e-07,4.139298753585042e-07,4.3522143536306666e-07,9500.0,9.25
4.352873524856061e-07,4.501878181278897e-07,3.959646473746835e-07,3.807250919730426e-07,4.570203143289341e-07,4.4869908017520854e-07,4.1310596591443713e-07,3.5822423952842353e-07,4.632071510871559e-07,4.4978710829431303e-07,4.1141034063410164e-07,3.6695147323310933e-07,3.3315165222115776e-07,3.766567563954088e-07,4.01641929683289e-07,4.6629825870254095e-07,4.5400342014083954e-07,4.0252090296572325e-07,3.51198981826176e-07,2.563638136844349e-07,1.8225051172436286e-07,1.159987797753305e-07,4.813990319264605e-07,4.570203143289341e-07,4.4869908017520854e-07,4.1310596591443713e-07,4.3602164234548895e-07,9500.0,9.5
5.081928753730428e-07,5.435545627629858e-07,4.237817222466632e-07,2.905619223814975e-07,5.925316667468318e-07,5.203922415136392e-07,4.395872649110447e-07,3.663239018328677e-07,5.968670328132535e-07,5.210544826912996e-07,4.367821784461986e-07,3.738009039703224e-07,3.451731259998192e-07,2.704638840836272e-07,3.594813616599014e-07,5.897493957963787e-07,5.286617198934243e-07,4.2290731979329097e-07,3.5814296744804397e-07,2.61952345733313e-07,1.737342436774403e-07,1.105994297693299e-07,5.859623191217268e-07,5.925316667468318e-07,5.203922415136392e-07,4.395872649110447e-07,5.524686247131025e-07,9750.0,6.0
5.077609995685479e-07,5.408210780817317e-07,4.272720211380799e-07,3.0136633210677066e-07,5.851299132434629e-07,5.219195621224526e-07,4.4394003591314335e-07,3.6972726323830757e-07,5.905795605670761e-07,5.226352653280929e-07,4.411654175435309e-07,3.7785358699629624e-07,3.464032608360897e-07,2.839882420968505e-07,3.6253212808310605e-07,5.851236822777048e-07,5.299869169020424e-07,4.2739386470565865e-07,3.613929409786081e-07,2.64052282583803e-07,1.75485167962912e-07,1.1175182386297894e-07,5.848257820463808e-07,5.851299132434629e-07,5.219195621224526e-07,4.4394003591314335e-07,5.440141348288129e-07,9750.0,6.25
5.055277720348333e-07,5.362701203064865e-07,4.292905560696762e-07,3.119480841783133e-07,5.760220036142677e-07,5.211103566880428e-07,4.465869589362842e-07,3.722002720930712e-07,5.823865075847483e-07,5.218838421117915e-07,4.4386991093622293e-07,3.8088728457277057e-07,3.470012197777689e-07,2.972015062830321e-07,3.6597126775762314e-07,5.784360584384268e-07,5.289340011011654e-07,4.3032124687851983e-07,3.636841093613087e-07,2.6549832558318626e-07,1.7703125174023837e-07,1.1281846914048802e-07,5.810775899838673e-07,5.760220036142677e-07,5.211103566880428e-07,4.465869589362842e-07,5.345949552211334e-07,9750.0,6.5
5.025990551702265e-07,5.312432152584656e-07,4.3042117231696103e-07,3.2268983686447587e-07,5.667262698127777e-07,5.191380042719872e-07,4.482121528783033e-07,3.7420924513731174e-07,5.738216565372335e-07,5.199726720422773e-07,4.455682836223022e-07,3.833879792442396e-07,3.474433640757003e-07,3.1027501976717916e-07,3.7034556685136366e-07,5.712289222665561e-07,5.267588751840979e-07,4.323226187155842e-07,3.65570843688281e-07,2.665517001989779e-07,1.7847596822172809e-07,1.1382459886458995e-07,5.76414382473182e-07,5.667262698127777e-07,5.191380042719872e-07,4.482121528783033e-07,5.254874183457494e-07,9750.0,6.75
4.993084959915519e-07,5.260523757408413e-07,4.3100262226866346e-07,3.3353284670126207e-07,5.574536587608974e-07,5.165815291569614e-07,4.4911550210728464e-07,3.7585350338899143e-07,5.651412586886708e-07,5.174680313055946e-07,4.4654648938898464e-07,3.8542646703660233e-07,3.479182528091476e-07,3.2315320679176237e-07,3.7565874974070424e-07,5.637735975114814e-07,5.239792865499278e-07,4.336318391024516e-07,3.6714124945874216e-07,2.67298386497857e-07,1.7983010727789696e-07,1.1477140372547313e-07,5.711728714664479e-07,5.574536587608974e-07,5.165815291569614e-07,4.4911550210728464e-07,5.168374693239612e-07,9750.0,7.0
4.959471366977973e-07,5.209925742766847e-07,4.3128093699203725e-07,3.443144446061176e-07,5.485686224869404e-07,5.13754602600941e-07,4.495865965792867e-07,3.7729675279020333e-07,5.566862946415517e-07,5.146828153992586e-07,4.470927265190977e-07,3.871594703967001e-07,3.48533521825814e-07,3.3562645343076596e-07,3.819100065454212e-07,5.56393245212566e-07,5.209030356861151e-07,4.3451004685434453e-07,3.685369655710824e-07,2.6786629266863645e-07,1.81096602943206e-07,1.1564727721060323e-07,5.656409777686945e-07,5.485686224869404e-07,5.13754602600941e-07,4.495865965792867e-07,5.089713167565251e-07,9750.0,7.25
4.924846393962454e-07,5.160207583655958e-07,4.3118340675223254e-07,3.5475393677395423e-07,5.401363641273994e-07,5.104479139661351e-07,4.496967806911656e-07,3.7850547726962596e-07,5.485267655446618e-07,5.114302894893313e-07,4.4727794457796385e-07,3.885444353772726e-07,3.4926449523539707e-07,3.474276874714167e-07,3.885577951349912e-07,5.491652334350056e-07,5.174085745939686e-07,4.3502158132615015e-07,3.697640249595624e-07,2.6825414351130903e-07,1.8224993744167537e-07,1.1644487955729325e-07,5.599033880937376e-07,5.401363641273994e-07,5.104479139661351e-07,4.496967806911656e-07,5.018999860060961e-07,9750.0,7.5
4.891284212383525e-07,5.113751688463617e-07,4.308696945314469e-07,3.6471475352298453e-07,5.324540101330995e-07,5.0701192631461e-07,4.494604634596808e-07,3.7952793329482345e-07,5.409640497923608e-07,5.080296178192648e-07,4.471196308730289e-07,3.896998903547733e-07,3.4999264089368034e-07,3.5844456397010287e-07,3.9536842394313357e-07,5.423366326969043e-07,5.137719154389539e-07,4.352118275445262e-07,3.708403933774014e-07,2.6843815401312855e-07,1.8323425806482501e-07,1.1715408555043689e-07,5.542466585445545e-07,5.324540101330995e-07,5.0701192631461e-07,4.494604634596808e-07,4.956974878557288e-07,9750.0,7.75
4.858707132641725e-07,5.07098153225638e-07,4.301991361090258e-07,3.740376738059665e-07,5.254228901841847e-07,5.036253379940783e-07,4.4878625452018125e-07,3.801947583679459e-07,5.33950030044863e-07,5.046681185881159e-07,4.4651954327739385e-07,3.9040483030692493e-07,3.50618860964454e-07,3.68546681129716e-07,4.0202667799652836e-07,5.359233489353267e-07,5.102024112114847e-07,4.34945952054631e-07,3.716210217853019e-07,2.6847795804958376e-07,1.8418836056832665e-07,1.1772921137035116e-07,5.488841324621762e-07,5.254228901841847e-07,5.036253379940783e-07,4.4878625452018125e-07,4.90253795373199e-07,9750.0,8.0
4.826119219257818e-07,5.030191961476318e-07,4.2916414350857865e-07,3.8258151214890745e-07,5.189679492260456e-07,4.999738241140271e-07,4.477936171278414e-07,3.8052611923715555e-07,5.274038160243167e-07,5.010533834514768e-07,4.455964889139757e-07,3.907105433588075e-07,3.510820386347754e-07,3.776360482797814e-07,4.084615252482208e-07,5.298155898905846e-07,5.06426937008067e-07,4.3433298601497044e-07,3.720772866931475e-07,2.683622856691228e-07,1.8504779144298837e-07,1.1819400127635905e-07,5.436220415315691e-07,5.189679492260456e-07,4.999738241140271e-07,4.477936171278414e-07,4.855522482949469e-07,9750.0,8.25
4.794619591315653e-07,4.992594449804038e-07,4.278612896212387e-07,3.904211575268939e-07,5.132028243534641e-07,4.962854404178928e-07,4.4652627499980397e-07,3.805131460807761e-07,5.214290135867826e-07,4.973956901535073e-07,4.443905677026028e-07,3.906253406639379e-07,3.513389604675177e-07,3.8586772225717513e-07,4.145873574575054e-07,5.241170027307271e-07,5.026314599728393e-07,4.3340271665586715e-07,3.7221174047691325e-07,2.681354519965273e-07,1.8579759340007167e-07,1.1855481679451734e-07,5.385570634983352e-07,5.132028243534641e-07,4.962854404178928e-07,4.4652627499980397e-07,4.81716419177515e-07,9750.0,8.5
4.7642432900190726e-07,4.958056160311764e-07,4.263280653915213e-07,3.9773821509305535e-07,5.080296413236806e-07,4.926100537660255e-07,4.450322751764648e-07,3.801997540613888e-07,5.159525636345879e-07,4.937452794984787e-07,4.429524195088941e-07,3.902132062162697e-07,3.5136450736598407e-07,3.934844233512329e-07,4.204389041971435e-07,5.187744503370111e-07,4.988641322977849e-07,4.3221463755373335e-07,3.7204067687153317e-07,2.6781580003630254e-07,1.864455066020531e-07,1.1883306566852073e-07,5.337023240734454e-07,5.080296413236806e-07,4.926100537660255e-07,4.450322751764648e-07,4.786542369413469e-07,9750.0,8.75
4.735676981988448e-07,4.927371855604704e-07,4.245897674641638e-07,4.0470604435764873e-07,5.035117636677341e-07,4.889645709644635e-07,4.434162863746854e-07,3.796770663412343e-07,5.110538056337394e-07,4.901335593093085e-07,4.4138831719600866e-07,3.895830709552392e-07,3.5119013155281654e-07,4.006646380364049e-07,4.262081817931443e-07,5.139163572914226e-07,4.952042440831038e-07,4.3087654620137056e-07,3.716527799965361e-07,2.6749392116834214e-07,1.8702660726398436e-07,1.1904853110181764e-07,5.292438444074497e-07,5.035117636677341e-07,4.889645709644635e-07,4.434162863746854e-07,4.764545645906038e-07,9750.0,9.0
4.710903390740043e-07,4.902566604875119e-07,4.228493992772505e-07,4.1145053879837e-07,4.998803286982681e-07,4.855996757862437e-07,4.4181864748726527e-07,3.790764582520832e-07,5.069734688132908e-07,4.868023142761198e-07,4.398376065263118e-07,3.8886993497709066e-07,3.509325823381186e-07,4.075403202024359e-07,4.3204094382382856e-07,5.097555704922632e-07,4.918666112437337e-07,4.2952762160039586e-07,3.7117374018247305e-07,2.6721252065071835e-07,1.8756902876513418e-07,1.1922795688825816e-07,5.253882689469173e-07,4.998803286982681e-07,4.855996757862437e-07,4.4181864748726527e-07,4.7524654808169955e-07,9750.0,9.25
4.6917343878973905e-07,4.885201579241286e-07,4.213317746959534e-07,4.1816334474068043e-07,4.972558682488674e-07,4.827049384550757e-07,4.4047247737051e-07,3.7859658808624323e-07,5.038669797883328e-07,4.8393805216425e-07,4.385351335234316e-07,3.8829012486621816e-07,3.507626495434864e-07,4.143095449799893e-07,4.381877005104725e-07,5.064842384325342e-07,4.8903218236849e-07,4.284069235110154e-07,3.7079607484568353e-07,2.670956220966286e-07,1.8811270413481527e-07,1.194097059964906e-07,5.222824410562445e-07,4.972558682488674e-07,4.827049384550757e-07,4.4047247737051e-07,4.751938262522269e-07,9750.0,9.5
5.365144259105315e-07,5.786554345027919e-07,4.397189880682037e-07,3.0946163383658073e-07,6.355601029246246e-07,5.459662730751263e-07,4.562483039318213e-07,3.7802126559410126e-07,6.39088616914144e-07,5.467112734394725e-07,4.5321260943095677e-07,3.8581994185872697e-07,3.560105879796473e-07,2.886558057461765e-07,3.8308571378784973e-07,6.297258404192374e-07,5.554523037407182e-07,4.3824586435882833e-07,3.694788934269003e-07,2.681599716041932e-07,1.766155881184673e-07,1.1239182561875452e-07,6.21209431914174e-07,6.355601029246246e-07,5.459662730751263e-07,4.562483039318213e-07,5.952165446825642e-07,10000.0,6.0
5.398766376572573e-07,5.800484437122479e-07,4.4606207912882125e-07,3.2271466987606347e-07,6.321578990272668e-07,5.519713764718287e-07,4.6375810796432915e-07,3.833253783299878e-07,6.371137893018415e-07,5.527840560360612e-07,4.6070747811723e-07,3.91885850789849e-07,3.588268467151316e-07,3.0466179897619297e-07,3.885633140315673e-07,6.295663024770663e-07,5.613769864093556e-07,4.4561059939376606e-07,3.7453804939137335e-07,2.713511388545957e-07,1.787627115597982e-07,1.1372409776353801e-07,6.254072146993307e-07,6.321578990272668e-07,5.519713764718287e-07,4.6375810796432915e-07,5.898775578728851e-07,10000.0,6.25
5.405128235933552e-07,5.784526665490756e-07,4.505315882958134e-07,3.3577588037682155e-07,6.256842279257393e-07,5.545896063419451e-07,4.691596395224028e-07,3.876043588188502e-07,6.317969493550909e-07,5.554732497318606e-07,4.661333719252918e-07,3.9684282079202913e-07,3.608354586605166e-07,3.2040508756681027e-07,3.941430248767328e-07,6.259370155728428e-07,5.638261063137475e-07,4.510912291153414e-07,3.7856302491282844e-07,2.7382325851344973e-07,1.807333584085892e-07,1.149905610654852e-07,6.254950113214141e-07,6.256842279257393e-07,5.545896063419451e-07,4.691596395224028e-07,5.824802949609455e-07,10000.0,6.5
5.389321866993493e-07,5.745582694572673e-07,4.5323674483564723e-07,3.481772655876047e-07,6.169516957542086e-07,5.545145258320523e-07,4.72528161289425e-07,3.9077793002147596e-07,6.240066423624705e-07,5.554595911984205e-07,4.69558027862531e-07,4.006209181189225e-07,3.621068165640488e-07,3.3530347611118875e-07,3.9960991727774447e-07,6.197392438203182e-07,5.635178983176827e-07,4.5473900800820167e-07,3.815306608567372e-07,2.75528038914963e-07,1.8246383531304453e-07,1.1614274518898853e-07,6.225157625935637e-07,6.169516957542086e-07,5.545145258320523e-07,4.72528161289425e-07,5.7354427052123e-07,10000.0,6.75
5.364999414830787e-07,5.69997967441168e-07,4.5495000334645934e-07,3.605008111497437e-07,6.077897608346941e-07,5.531223438953113e-07,4.7479159364054705e-07,3.9340071364430277e-07,6.156175298872111e-07,5.541359583605503e-07,4.7189198489029534e-07,4.037475344453778e-07,3.632316969160258e-07,3.4980987015769407e-07,4.0581092430711855e-07,6.128047587439329e-07,5.619363084210136e-07,4.5736434948493066e-07,3.840174866394268e-07,2.768051833853997e-07,1.8407118576436517e-07,1.1723444938464173e-07,6.18381921564438e-07,6.077897608346941e-07,5.531223438953113e-07,4.7479159364054705e-07,5.647747589170517e-07,10000.0,7.0
5.336879224958284e-07,5.652649114317494e-07,4.5610213863171806e-07,3.7281477180595826e-07,5.987376577638778e-07,5.510954969142316e-07,4.763052292477196e-07,3.956126154153538e-07,6.071344260436286e-07,5.521620275082643e-07,4.734773444778602e-07,4.0633248579252815e-07,3.643601854362561e-07,3.63941954637668e-07,4.127971365679485e-07,6.055890936865247e-07,5.596677667418681e-07,4.5925683199929394e-07,3.8611292121768245e-07,2.777724495044987e-07,1.8557186439703168e-07,1.1824863981601737e-07,6.134962669971337e-07,5.987376577638778e-07,5.510954969142316e-07,4.763052292477196e-07,5.565687758196186e-07,10000.0,7.25
5.306405623615746e-07,5.604878063735925e-07,4.5680101325506913e-07,3.847958007736995e-07,5.89994842739552e-07,5.484602945201731e-07,4.772635146252666e-07,3.975439679854077e-07,5.987937062101646e-07,5.495816479462481e-07,4.7451301692460895e-07,4.0852950374332924e-07,3.655599276092445e-07,3.7739250585149644e-07,4.2040330918325983e-07,5.983297296734084e-07,5.56803999153361e-07,4.606260909829829e-07,3.8801008484418975e-07,2.785052536629672e-07,1.869827736266474e-07,1.1918550668298517e-07,6.081718210059733e-07,5.89994842739552e-07,5.484602945201731e-07,4.772635146252666e-07,5.490653020078119e-07,10000.0,7.5
5.274293021974415e-07,5.557901866041436e-07,4.569796064634825e-07,3.963784944948647e-07,5.817105904070642e-07,5.45313322600542e-07,4.776466647613963e-07,3.991702575617251e-07,5.907499882518491e-07,5.464900460397139e-07,4.749823242068952e-07,4.1034566521812476e-07,3.6671796190606845e-07,3.901274596249488e-07,4.281967549315944e-07,5.912077155274416e-07,5.534873262173725e-07,4.614671737718596e-07,3.896576409550171e-07,2.789612058365616e-07,1.882378095151891e-07,1.2003556486329562e-07,6.026986112178484e-07,5.817105904070642e-07,5.45313322600542e-07,4.776466647613963e-07,5.422255010902643e-07,10000.0,7.75
5.241860174349384e-07,5.513172454154655e-07,4.567369812187432e-07,4.072663681983228e-07,5.739598683935223e-07,5.420884554281322e-07,4.774548245927248e-07,4.003645007816153e-07,5.831041213560146e-07,5.432873074471713e-07,4.7487187143899343e-07,4.116333453646085e-07,3.677237521555867e-07,4.01901100474059e-07,4.3575405223809996e-07,5.843206913166724e-07,5.500388528596612e-07,4.617203093128352e-07,3.909260340860259e-07,2.7919397743539995e-07,1.893657501712245e-07,1.2076654021104407e-07,5.972042659265701e-07,5.739598683935223e-07,5.420884554281322e-07,4.774548245927248e-07,5.361115650514297e-07,10000.0,8.0
5.208025078323601e-07,5.46911173671692e-07,4.5600856083943716e-07,4.1724728814134223e-07,5.666746030833034e-07,5.384312186892565e-07,4.7679915693900997e-07,4.0111046202904604e-07,5.757696518584806e-07,5.396637804234496e-07,4.7429250876184535e-07,4.1236702795029065e-07,3.6857272599114285e-07,4.124752325676488e-07,4.4326779100819246e-07,5.775319044342217e-07,5.462105307096342e-07,4.614777373327393e-07,3.9178955423402606e-07,2.7927890602653585e-07,1.904220941145303e-07,1.2135070738855641e-07,5.915505946084332e-07,5.666746030833034e-07,5.384312186892565e-07,4.7679915693900997e-07,5.307440283209476e-07,10000.0,8.25
5.173806600248716e-07,5.426767447263771e-07,4.5487132862788614e-07,4.2634156695671546e-07,5.599867037890398e-07,5.345151707867815e-07,4.7572699641114735e-07,4.014157394961526e-07,5.688876789107935e-07,5.357902381112062e-07,4.732889617643924e-07,4.1260803654326317e-07,3.6913377886943916e-07,4.2200075628168545e-07,4.502970912298028e-07,5.710176886594285e-07,5.421746578431265e-07,4.607803454882121e-07,3.922356799000173e-07,2.7920531835654505e-07,1.9133749594490889e-07,1.218147529518149e-07,5.859049702362492e-07,5.599867037890398e-07,5.345151707867815e-07,4.7572699641114735e-07,5.261583199308131e-07,10000.0,8.5
5.139443025354935e-07,5.386465823577018e-07,4.533546724616907e-07,4.3475892678578186e-07,5.538917074324405e-07,5.30386319559519e-07,4.742518266125645e-07,4.013225356713901e-07,5.624741406957995e-07,5.316928405999086e-07,4.718809451099741e-07,4.124158412000824e-07,3.6938976341643034e-07,4.3073717569952663e-07,4.5695689561720495e-07,5.647901262690982e-07,5.379332086270718e-07,4.5967242530515325e-07,3.9229356771041833e-07,2.7892375470251893e-07,1.9212947421698119e-07,1.221687380376998e-07,5.8030143173879e-07,5.538917074324405e-07,5.30386319559519e-07,4.742518266125645e-07,5.223806290092676e-07,10000.0,8.75
5.105582376445239e-07,5.348700390039785e-07,4.515329984583663e-07,4.4266444227989075e-07,5.484060374740723e-07,5.260791763162123e-07,4.7253184823226235e-07,4.0092252725105297e-07,5.565593082823864e-07,5.274194843148906e-07,4.702273808655661e-07,4.1190196566015785e-07,3.693584840064492e-07,4.388556379690867e-07,4.634176409295345e-07,5.589115536438739e-07,5.33560316307779e-07,4.5830730546531384e-07,3.9203047562072853e-07,2.785464315367156e-07,1.928229182993164e-07,1.2242996671679642e-07,5.748328070891849e-07,5.484060374740723e-07,5.260791763162123e-07,4.7253184823226235e-07,5.194995171060703e-07,10000.0,9.0
5.073974199056187e-07,5.315326875135473e-07,4.4953612204296924e-07,4.501654045897926e-07,5.436518230877062e-07,5.219177204028979e-07,4.7069706161046086e-07,4.0029951762425566e-07,5.512670394595602e-07,5.232834360847523e-07,4.684516927254873e-07,4.111544531805479e-07,3.6911710777961246e-07,4.465146289297625e-07,4.6978728644459555e-07,5.535477430227681e-07,5.293711792401842e-07,4.5678462642539434e-07,3.9154162611275527e-07,2.781603160987396e-07,1.9343481617633813e-07,1.2263003944976702e-07,5.697624592837583e-07,5.436518230877062e-07,5.219177204028979e-07,4.7069706161046086e-07,5.175514773314163e-07,10000.0,9.25
5.047155854799003e-07,5.289124706062325e-07,4.4759003227016884e-07,4.575329998104521e-07,5.398659791175941e-07,5.182066279704423e-07,4.6890077898947524e-07,3.9960677233620295e-07,5.469105627113945e-07,5.196042971307248e-07,4.6670882679854773e-07,4.103289838933587e-07,3.6882957034877675e-07,4.539930171201376e-07,4.7630287223255754e-07,5.490412812079583e-07,5.25689549320685e-07,4.5526912502993073e-07,3.909784080172838e-07,2.7790142683770553e-07,1.9399148369922404e-07,1.2281195159590108e-07,5.654604159584363e-07,5.398659791175941e-07,5.182066279704423e-07,4.6890077898947524e-07,5.166895690342541e-07,10000.0,9.5
5.638512573152284e-07,6.128106060166189e-07,4.548667893996983e-07,3.2940189108668017e-07,6.776828470293266e-07,5.701555567155794e-07,4.719787847096828e-07,3.892496299549318e-07,6.802155455265599e-07,5.709747704216204e-07,4.6873645220220534e-07,3.973954556990012e-07,3.6630091710638446e-07,3.0792352529425707e-07,4.072279447124169e-07,6.684818350084913e-07,5.808083371894824e-07,4.5279572950073136e-07,3.803494021600252e-07,2.741210690343424e-07,1.795933457692567e-07,1.142311642441852e-07,6.548393886515216e-07,6.776828470293266e-07,5.701555567155794e-07,4.719787847096828e-07,6.376307861165329e-07,10250.0,6.0
5.674200211499632e-07,6.14191750532243e-07,4.615752264513357e-07,3.423761415533182e-07,6.737840855543375e-07,5.769186757173565e-07,4.79976949080648e-07,3.9464281256824293e-07,6.780613708179362e-07,5.778131924245088e-07,4.767037390207009e-07,4.0356460063542575e-07,3.6914457732227615e-07,3.2382695101289154e-07,4.1204386510576087e-07,6.684878793185463e-07,5.875196646850428e-07,4.605525586285465e-07,3.854931813596497e-07,2.773739121366487e-07,1.8162090898975693e-07,1.154918472414497e-07,6.598796867687048e-07,6.737840855543375e-07,5.769186757173565e-07,4.79976949080648e-07,6.310986329145503e-07,10250.0,6.25
5.719734207806568e-07,6.169483622526117e-07,4.688366573381063e-07,3.580789555210841e-07,6.716469044918604e-07,5.840607049549846e-07,4.885188878657948e-07,4.0080003231636945e-07,6.773509867404395e-07,5.850455448532069e-07,4.852193124234527e-07,4.1051070095136717e-07,3.726994106328394e-07,3.422527122775108e-07,4.2014909139853414e-07,6.696013528966198e-07,5.94654095492623e-07,4.688799064091929e-07,3.912945574406287e-07,2.8087441860380493e-07,1.8396281778526293e-07,1.169246406291175e-07,6.655033918711435e-07,6.716469044918604e-07,5.840607049549846e-07,4.885188878657948e-07,6.272162091227521e-07,10250.0,6.5
5.735109691458864e-07,6.163433002857403e-07,4.7410183605598076e-07,3.7338868799444753e-07,6.659354980064011e-07,5.8760014833368e-07,4.947798372559231e-07,4.0583100842333693e-07,6.728268068839861e-07,5.886640455478498e-07,4.915010277409003e-07,4.1627969589441044e-07,3.754194190103832e-07,3.601397715552601e-07,4.281168712092147e-07,6.668283483951661e-07,5.98056688811672e-07,4.7519898537918885e-07,3.960298697924434e-07,2.8361915858749497e-07,1.861233021337143e-07,1.1829020154447705e-07,6.666587292285707e-07,6.659354980064011e-07,5.8760014833368e-07,4.947798372559231e-07,6.207557051293338e-07,10250.0,6.75
5.725308865726962e-07,6.130786164526326e-07,4.774105076452228e-07,3.8770341234155836e-07,6.575523162704888e-07,5.881322434822925e-07,4.98821259201811e-07,4.096663508993484e-07,6.653938486802558e-07,5.892720350498818e-07,4.95598788138743e-07,4.207369789552876e-07,3.7740923335794004e-07,3.7675446649519704e-07,4.357084887135243e-07,6.610613232889228e-07,5.983908204753745e-07,4.795093577518968e-07,3.996349471219203e-07,2.855497178526442e-07,1.8803245884231182e-07,1.1954030965620763e-07,6.643311030174109e-07,6.575523162704888e-07,5.881322434822925e-07,4.98821259201811e-07,6.124125993236542e-07,10250.0,7.0
5.706562559033292e-07,6.090835151857149e-07,4.797478408048249e-07,4.0180591723944084e-07,6.487350751827312e-07,5.873290731899692e-07,5.017312020284479e-07,4.1290994001601094e-07,6.573033895543588e-07,5.885324357082231e-07,4.985740349517442e-07,4.2444432955751183e-07,3.7928382248619134e-07,3.92799634643394e-07,4.438551284262168e-07,6.54444620879078e-07,5.973738547202825e-07,4.827465552974999e-07,4.0271365701938606e-07,2.870439084755945e-07,1.8979738539701367e-07,1.2070623728279765e-07,6.606237600131779e-07,6.487350751827312e-07,5.873290731899692e-07,5.017312020284479e-07,6.042079348150098e-07,10250.0,7.25
5.683391775695084e-07,6.048464556545165e-07,4.814494446407908e-07,4.1548963824228687e-07,6.400306594688349e-07,5.857029798428069e-07,5.038365910113812e-07,4.1569844056313546e-07,6.491483255158223e-07,5.869722415145307e-07,5.00755472986537e-07,4.2760070308817666e-07,3.81064743764629e-07,4.080885718742808e-07,4.52562297593163e-07,6.475586728031535e-07,5.955317891470133e-07,4.852418383176394e-07,4.054003624772858e-07,2.8821523154909634e-07,1.9146844599894736e-07,1.2179060429446378e-07,6.561971745429212e-07,6.400306594688349e-07,5.857029798428069e-07,5.038365910113812e-07,5.965697676510299e-07,10250.0,7.5
5.65676336019982e-07,6.005320803235607e-07,4.824404456660062e-07,4.2878872866326873e-07,6.315791847767437e-07,5.834024512790843e-07,5.051398872324374e-07,4.181083010226227e-07,6.410642290358547e-07,5.847234782700407e-07,5.021468132679623e-07,4.3027714830349396e-07,3.827999923728927e-07,4.2261959586074405e-07,4.6153516605223364e-07,6.405942141745176e-07,5.930392487508521e-07,4.870048443581366e-07,4.0776995393712723e-07,2.890486302674127e-07,1.929880140510396e-07,1.227882357227888e-07,6.513869207536602e-07,6.315791847767437e-07,5.834024512790843e-07,5.051398872324374e-07,5.895216203821354e-07,10250.0,7.75
